date,surge,heave,pitch,Elevation_2,Elevation_3,Elevation_4,Elevation_5,Elevation_6,Elevation_7,Elevation_8,Elevation_9,Elevation_10
5.45005,-0.063437334,-0.017501909,0.28544146,0.800886,0.813065,0.815881,0.810196,0.801316,0.784768,0.788883,0.792298,0.793828
5.50006,-0.065535169,-0.01652197,0.36873605,0.797028,0.810828,0.815956,0.81192,0.803634,0.784467,0.788382,0.791782,0.793721
5.55005,-0.06742856,-0.015354294,0.45533705,0.79317,0.808132,0.81548,0.813312,0.805877,0.78425,0.787882,0.7913,0.793652
5.60006,-0.069081181,-0.014003675,0.54309441,0.789423,0.805053,0.814415,0.814324,0.80798,0.784145,0.787405,0.790854,0.793602
5.65002,-0.070456684,-0.012478356,0.62927637,0.785892,0.801699,0.8128,0.814923,0.809878,0.78413,0.78694,0.790447,0.793548
5.70003,-0.071525132,-0.010790034,0.71126579,0.782665,0.798162,0.81069,0.815038,0.811509,0.784198,0.786496,0.790058,0.793462
5.75005,-0.07225756,-0.0089588326,0.78583071,0.779809,0.794552,0.80812,0.814614,0.812798,0.784376,0.786076,0.789694,0.793321
5.80002,-0.072630644,-0.0070127529,0.85031756,0.777416,0.790968,0.805171,0.813667,0.813719,0.784656,0.785696,0.789342,0.793107
5.85005,-0.072629617,-0.0049794053,0.90206797,0.775519,0.787508,0.801924,0.812194,0.814256,0.785041,0.785351,0.78898,0.792809
5.90003,-0.072245182,-0.0028993125,0.93799858,0.774191,0.784265,0.798501,0.810226,0.814359,0.785581,0.785064,0.788618,0.792418
5.95001,-0.071477812,-0.00081047436,0.95546793,0.773491,0.781327,0.794993,0.807829,0.813968,0.786289,0.784859,0.788241,0.791933
6.00003,-0.070334056,0.0012431364,0.95165596,0.77342,0.778772,0.791519,0.805073,0.813081,0.787165,0.784738,0.787841,0.791374
6.05001,-0.068831104,0.0032134128,0.92428195,0.774037,0.776719,0.788173,0.80204,0.811715,0.788203,0.784722,0.787433,0.790746
6.10005,-0.066987902,0.0050522131,0.87123747,0.775393,0.775245,0.785043,0.798809,0.809909,0.789407,0.78484,0.787025,0.790081
6.15003,-0.064842793,0.0066999438,0.7914601,0.777487,0.774352,0.782218,0.795479,0.80773,0.79076,0.78509,0.786642,0.789418
6.20002,-0.062433292,0.0081154512,0.68504884,0.780284,0.774066,0.779757,0.792139,0.805214,0.792253,0.785466,0.786283,0.788773
6.25005,-0.059809443,0.0092501621,0.55267988,0.783766,0.774453,0.777759,0.788892,0.802409,0.793867,0.785963,0.785983,0.788188
6.30002,-0.057032156,0.010059159,0.3965521,0.787833,0.775579,0.776274,0.785839,0.799392,0.795584,0.786591,0.785768,0.787684
6.35001,-0.054164144,0.010512507,0.21949673,0.792394,0.777412,0.775308,0.78307,0.796249,0.797375,0.787346,0.785637,0.787258
6.40005,-0.051273037,0.010574929,0.025325854,0.797322,0.77989,0.774907,0.78066,0.793071,0.799217,0.788236,0.785601,0.786915
6.45001,-0.048438808,0.010227053,-0.18057417,0.802461,0.782997,0.775127,0.77866,0.789959,0.801067,0.789256,0.785652,0.786666
6.50004,-0.045729421,0.0094632199,-0.39320329,0.807641,0.786706,0.776052,0.777118,0.786986,0.802899,0.790405,0.78578,0.786493
6.55001,-0.043225115,0.0082893017,-0.60553625,0.812652,0.790933,0.777637,0.776113,0.784247,0.804667,0.791678,0.785992,0.786389
6.6,-0.040993142,0.0067245665,-0.81099688,0.817289,0.795582,0.779822,0.77565,0.781826,0.806328,0.793071,0.786312,0.786349
6.65004,-0.039098198,0.0047953699,-1.0018269,0.821316,0.800498,0.782615,0.775753,0.779814,0.807837,0.794579,0.786741,0.786353
6.70004,-0.037600556,0.0025490956,-1.1706791,0.824468,0.805514,0.785977,0.776498,0.778254,0.809153,0.796169,0.787298,0.786371
6.75,-0.036544677,4.2371947e-05,-1.3116128,0.826538,0.810445,0.789867,0.777862,0.77716,0.810239,0.797828,0.787998,0.786402
6.80003,-0.03596706,-0.0026675707,-1.4195886,0.827369,0.815071,0.794191,0.779817,0.776578,0.811047,0.799537,0.788861,0.786462
6.85004,-0.035895859,-0.0055061728,-1.4901759,0.826915,0.819141,0.798812,0.78236,0.776531,0.81155,0.801258,0.789866,0.786552
6.90001,-0.036342489,-0.0083943037,-1.5200917,0.825147,0.822442,0.803582,0.785444,0.777108,0.811713,0.802956,0.791001,0.786676
6.95004,-0.037308421,-0.01126179,-1.5077109,0.822128,0.824867,0.80835,0.789009,0.778329,0.81153,0.804607,0.792268,0.786855
7.00003,-0.038775787,-0.014018981,-1.452591,0.818039,0.826163,0.812922,0.792983,0.78012,0.810972,0.806155,0.793639,0.787103
7.05001,-0.040715682,-0.016591812,-1.3553173,0.81309,0.826227,0.817104,0.797272,0.782471,0.810025,0.807561,0.795099,0.787449
7.10001,-0.043086855,-0.018903191,-1.2178469,0.80752,0.82512,0.820641,0.801746,0.785344,0.808708,0.808773,0.796636,0.78792
7.15001,-0.04583292,-0.020880082,-1.0436101,0.801612,0.822781,0.823318,0.806262,0.788696,0.807048,0.809754,0.79822,0.788549
7.20001,-0.048883561,-0.022457085,-0.83721627,0.79564,0.819339,0.825055,0.81065,0.792465,0.805092,0.810454,0.799824,0.789331
7.25005,-0.052161394,-0.023577733,-0.60413511,0.789853,0.815021,0.825729,0.81474,0.79656,0.802887,0.810848,0.801428,0.790268
7.30002,-0.055569957,-0.024196347,-0.35102117,0.784502,0.810006,0.825165,0.818333,0.800854,0.800509,0.810929,0.802985,0.791351
7.35006,-0.059020319,-0.024282715,-0.083607341,0.779765,0.804506,0.823426,0.821239,0.805223,0.798006,0.810693,0.80448,0.792573
7.40004,-0.062399674,-0.023817017,0.19050743,0.775795,0.798791,0.820618,0.823326,0.809496,0.795476,0.810133,0.805859,0.793905
7.45006,-0.065609043,-0.022792126,0.46476167,0.772737,0.793108,0.816813,0.824375,0.813497,0.79296,0.809237,0.807105,0.795336
7.50005,-0.068538392,-0.02122031,0.73147859,0.770646,0.787699,0.812227,0.824339,0.81702,0.79054,0.808013,0.808183,0.796821
7.55,-0.071084809,-0.019129869,0.98405319,0.769569,0.782752,0.807097,0.823179,0.819925,0.78826,0.8065,0.809063,0.798339
7.60005,-0.073156885,-0.016550501,1.2167128,0.769551,0.778415,0.801651,0.820982,0.822131,0.786175,0.804722,0.80971,0.799856
7.65006,-0.074660159,-0.013548977,1.4224255,0.770615,0.774836,0.796129,0.817765,0.823399,0.78434,0.802739,0.810078,0.801351
7.70001,-0.075526265,-0.010204325,1.5961106,0.772661,0.772201,0.790758,0.813691,0.823628,0.782776,0.800606,0.810152,0.802791
7.75004,-0.075703325,-0.00659234,1.7336593,0.775669,0.770518,0.785725,0.808941,0.822904,0.781546,0.798365,0.809913,0.804157
7.80002,-0.075159919,-0.0028178844,1.8295719,0.779545,0.769796,0.781216,0.803776,0.821147,0.780725,0.796076,0.809373,0.805417
7.85005,-0.073880674,0.0010154241,1.8773873,0.784167,0.770093,0.777348,0.798399,0.818378,0.780323,0.793794,0.808543,0.806548
7.90001,-0.071877193,0.0047741138,1.8701244,0.78935,0.771497,0.774253,0.793032,0.814804,0.780361,0.79158,0.807442,0.807517
7.95005,-0.069175196,0.0083474687,1.8025184,0.794913,0.773866,0.772043,0.787882,0.810572,0.780847,0.789477,0.806069,0.808293
8.00001,-0.065843252,0.011595434,1.6710839,0.800618,0.777126,0.770804,0.783151,0.805817,0.78178,0.78754,0.804463,0.808859
8.05005,-0.061955187,0.0144069,1.4744296,0.806202,0.781212,0.770466,0.779,0.80074,0.783207,0.785805,0.802645,0.809204
